Date,fx_JPUS,fx_USEU,fx_USUK
2003-08-25,117.43,1.0892,1.5728
2003-08-26,117.49,1.0893,1.5732
2003-08-27,117.74,1.0906,1.5746
2003-08-28,117.44,1.0896,1.577
2003-08-29,116.71,1.0986,1.5773
2003-09-01,,,
2003-09-02,116.15,1.0872,1.574
2003-09-03,116.04,1.0845,1.5732
2003-09-04,116.77,1.0899,1.5785
2003-09-05,117.06,1.1073,1.5891
2003-09-08,116.48,1.1124,1.5858
2003-09-09,116.33,1.119,1.5909
2003-09-10,117.13,1.1195,1.5897
2003-09-11,117.07,1.1186,1.5937
2003-09-12,117.38,1.1307,1.6062
2003-09-15,117.41,1.1304,1.6018
2003-09-16,116.27,1.1166,1.5871
2003-09-17,115.99,1.1239,1.6044
2003-09-18,115.27,1.124,1.6155
2003-09-19,113.99,1.1346,1.6315
2003-09-22,111.95,1.1468,1.6472
2003-09-23,111.65,1.1487,1.656
2003-09-24,111.7,1.1472,1.6558
2003-09-25,111.86,1.1484,1.6587
2003-09-26,111.8,1.1482,1.6597
2003-09-29,111.07,1.1578,1.6642
2003-09-30,111.43,1.165,1.662
2003-10-01,110.61,1.1708,1.6667
2003-10-02,110.59,1.1717,1.675
2003-10-03,110.9,1.1596,1.663
2003-10-06,110.81,1.1706,1.6742
2003-10-07,109.81,1.1784,1.6628
2003-10-08,109.55,1.1805,1.6598
2003-10-09,109.34,1.1695,1.6609
2003-10-10,108.57,1.1812,1.6654
2003-10-13,,,
2003-10-14,109.29,1.1724,1.6737
2003-10-15,109.56,1.1652,1.6698
2003-10-16,109.36,1.1665,1.676
2003-10-17,109.57,1.163,1.6721
2003-10-20,110.22,1.1671,1.6749
2003-10-21,109.69,1.1676,1.6746
2003-10-22,108.95,1.1805,1.6935
2003-10-23,109.59,1.1795,1.6943
2003-10-24,109.23,1.1833,1.6972
2003-10-27,108.38,1.1762,1.6952
2003-10-28,108.33,1.1689,1.6956
2003-10-29,108.18,1.1673,1.6988
2003-10-30,108.27,1.1694,1.7025
2003-10-31,110.1,1.1609,1.6956
2003-11-03,111.2,1.1454,1.6786
2003-11-04,109.6,1.1497,1.6802
2003-11-05,109.91,1.1473,1.678
2003-11-06,110.15,1.1417,1.6693
2003-11-07,109.29,1.1505,1.6708
2003-11-10,107.98,1.1515,1.6737
2003-11-11,,,
2003-11-12,108.55,1.1647,1.677
2003-11-13,108.33,1.1711,1.688
2003-11-14,108.43,1.1743,1.6841
2003-11-17,108.98,1.1744,1.6885
2003-11-18,108.11,1.1893,1.6998
2003-11-19,109.06,1.1909,1.6982
2003-11-20,108.99,1.1895,1.7024
2003-11-21,108.87,1.1913,1.7025
2003-11-24,109.39,1.1768,1.695
2003-11-25,109.72,1.1785,1.6983
2003-11-26,109.11,1.1918,1.709
2003-11-27,,,
2003-11-28,109.53,1.1995,1.7219
2003-12-01,109.61,1.1956,1.7209
2003-12-02,108.82,1.2084,1.7291
2003-12-03,108.17,1.2093,1.7248
2003-12-04,108.19,1.2077,1.72
2003-12-05,107.78,1.2157,1.727
2003-12-08,107.23,1.2217,1.7334
2003-12-09,107.3,1.2229,1.743
2003-12-10,108.4,1.2215,1.7446
2003-12-11,108.23,1.2164,1.7445
2003-12-12,107.73,1.2284,1.7466
2003-12-15,107.52,1.229,1.745
2003-12-16,107.6,1.2328,1.751
2003-12-17,107.42,1.2381,1.7615
2003-12-18,107.92,1.2376,1.7673
2003-12-19,107.94,1.238,1.7675
2003-12-22,107.4,1.2415,1.7635
2003-12-23,107.44,1.2406,1.765
2003-12-24,107.29,1.2464,1.7748
2003-12-25,,,
2003-12-26,107.18,1.2441,1.7725
2003-12-29,106.93,1.2485,1.7705
2003-12-30,107.0,1.2521,1.7786
2003-12-31,107.13,1.2597,1.7842
2004-01-01,,,
2004-01-02,106.95,1.2592,1.7902
2004-01-05,106.1,1.2679,1.8085
2004-01-06,106.2,1.2773,1.8245
2004-01-07,106.19,1.2665,1.8193
2004-01-08,106.17,1.2772,1.8338
2004-01-09,106.54,1.2853,1.8472
2004-01-12,106.48,1.2802,1.8511
2004-01-13,106.25,1.2735,1.8432
2004-01-14,106.06,1.2726,1.8409
2004-01-15,106.1,1.2588,1.8205
2004-01-16,106.87,1.2395,1.7996
2004-01-19,,,
2004-01-20,107.17,1.2584,1.8187
2004-01-21,106.84,1.2617,1.8295
2004-01-22,106.08,1.2717,1.8446
2004-01-23,106.21,1.261,1.8203
2004-01-26,106.15,1.2552,1.82
2004-01-27,105.56,1.2643,1.8277
2004-01-28,105.52,1.262,1.837
2004-01-29,106.09,1.2389,1.8112
2004-01-30,105.84,1.2452,1.8215
2004-02-02,105.59,1.2426,1.8182
2004-02-03,105.36,1.2561,1.838
2004-02-04,105.53,1.2552,1.8335
2004-02-05,105.52,1.2606,1.8378
2004-02-06,105.57,1.2694,1.8459
2004-02-09,105.68,1.2672,1.858
2004-02-10,105.55,1.2727,1.8697
2004-02-11,105.37,1.2815,1.885
2004-02-12,105.42,1.2807,1.891
2004-02-13,105.6,1.2751,1.883
2004-02-16,,,
2004-02-17,105.8,1.2848,1.9045
2004-02-18,106.37,1.2812,1.9023
2004-02-19,107.09,1.2685,1.8921
2004-02-20,108.83,1.2563,1.8668
2004-02-23,108.22,1.2569,1.8686
2004-02-24,108.11,1.2692,1.8901
2004-02-25,108.99,1.2503,1.8757
2004-02-26,109.59,1.2444,1.8609
2004-02-27,109.26,1.2441,1.8575
2004-03-01,108.93,1.2431,1.868
2004-03-02,110.27,1.2212,1.8386
2004-03-03,110.25,1.2088,1.8192
2004-03-04,110.74,1.2225,1.825
2004-03-05,111.42,1.2401,1.8428
2004-03-08,112.12,1.2371,1.8471
2004-03-09,111.2,1.2428,1.8395
2004-03-10,111.04,1.2226,1.8
2004-03-11,110.89,1.2268,1.8008
2004-03-12,110.82,1.2191,1.7943
2004-03-15,110.48,1.2243,1.7993
2004-03-16,108.95,1.227,1.8105
2004-03-17,108.18,1.2197,1.8132
2004-03-18,106.6,1.2392,1.8363
2004-03-19,106.97,1.2269,1.827
2004-03-22,106.84,1.2368,1.8485
2004-03-23,106.63,1.2311,1.8502
2004-03-24,106.23,1.2213,1.8351
2004-03-25,106.06,1.217,1.8099
2004-03-26,105.93,1.2092,1.8104
2004-03-29,105.52,1.2141,1.8163
2004-03-30,105.61,1.2202,1.8283
2004-03-31,104.18,1.2292,1.84
2004-04-01,103.7,1.2358,1.8564
2004-04-02,104.55,1.2109,1.8293
2004-04-05,105.36,1.2008,1.814
2004-04-06,105.9,1.2089,1.8374
2004-04-07,105.2,1.2171,1.841
2004-04-08,106.1,1.2088,1.8325
2004-04-09,106.45,1.2102,1.8322
2004-04-12,105.5,1.2068,1.8358
2004-04-13,106.96,1.1923,1.816
2004-04-14,108.53,1.194,1.7902
2004-04-15,108.58,1.1914,1.7785
2004-04-16,107.69,1.2025,1.8004
2004-04-19,108.5,1.2019,1.8055
2004-04-20,108.43,1.191,1.7914
2004-04-21,109.55,1.1853,1.772
2004-04-22,109.85,1.1861,1.7684
2004-04-23,109.38,1.1802,1.7674
2004-04-26,108.55,1.1851,1.7857
2004-04-27,109.48,1.1927,1.7925
2004-04-28,109.85,1.183,1.772
2004-04-29,109.96,1.1945,1.7751
2004-04-30,110.37,1.1975,1.7744
2004-05-03,110.34,1.1937,1.772
2004-05-04,110.02,1.2076,1.7907
2004-05-05,108.5,1.2165,1.7932
2004-05-06,109.58,1.209,1.7941
2004-05-07,112.3,1.1885,1.7842
2004-05-10,114.03,1.1834,1.7723
2004-05-11,113.67,1.1818,1.7544
2004-05-12,113.21,1.1911,1.7743
2004-05-13,114.25,1.1801,1.7584
2004-05-14,114.3,1.1874,1.7572
2004-05-17,114.1,1.2009,1.7695
2004-05-18,114.06,1.1971,1.7695
2004-05-19,112.77,1.2015,1.7827
2004-05-20,113.18,1.1926,1.771
2004-05-21,112.09,1.2009,1.788
2004-05-24,112.66,1.1978,1.7908
2004-05-25,112.21,1.2107,1.8135
2004-05-26,111.7,1.2102,1.8142
2004-05-27,110.77,1.2274,1.8369
2004-05-28,110.18,1.2217,1.833
2004-05-31,,,
2004-06-01,110.45,1.221,1.8359
2004-06-02,110.28,1.225,1.8381
2004-06-03,111.14,1.2205,1.8387
2004-06-04,111.27,1.2258,1.8367
2004-06-07,109.61,1.232,1.8386
2004-06-08,109.77,1.2273,1.8361
2004-06-09,109.74,1.2097,1.8292
2004-06-10,109.33,1.211,1.838
2004-06-11,110.09,1.2011,1.8175
2004-06-14,111.15,1.2073,1.8148
2004-06-15,109.59,1.2139,1.8278
2004-06-16,110.15,1.2006,1.8262
2004-06-17,109.63,1.204,1.8341
2004-06-18,108.65,1.2118,1.8368
2004-06-21,108.57,1.211,1.831
2004-06-22,109.0,1.2092,1.8217
2004-06-23,108.64,1.209,1.8184
2004-06-24,107.1,1.217,1.8216
2004-06-25,107.82,1.2145,1.8218
2004-06-28,107.95,1.2193,1.8294
2004-06-29,108.18,1.2124,1.809
2004-06-30,109.43,1.2179,1.8126
2004-07-01,108.24,1.2158,1.816
2004-07-02,108.6,1.2307,1.83
2004-07-05,,,
2004-07-06,109.24,1.229,1.8423
2004-07-07,108.38,1.2384,1.8571
2004-07-08,108.76,1.239,1.8566
2004-07-09,108.21,1.2388,1.8555
2004-07-12,108.24,1.2409,1.864
2004-07-13,109.37,1.2302,1.854
2004-07-14,109.13,1.2385,1.8564
2004-07-15,109.52,1.2373,1.8545
2004-07-16,108.77,1.2437,1.8708
2004-07-19,108.28,1.2431,1.8734
2004-07-20,108.38,1.2377,1.8556
2004-07-21,110.1,1.2224,1.8354
2004-07-22,109.68,1.2273,1.847
2004-07-23,110.11,1.2122,1.8321
2004-07-26,110.08,1.2135,1.8393
2004-07-27,111.09,1.2056,1.8219
2004-07-28,111.78,1.2046,1.8222
2004-07-29,111.88,1.207,1.8174
2004-07-30,111.39,1.2032,1.8183
2004-08-02,111.08,1.2034,1.8273
2004-08-03,110.6,1.2051,1.8243
2004-08-04,111.29,1.2057,1.8248
2004-08-05,111.53,1.205,1.8231
2004-08-06,110.05,1.2272,1.8459
2004-08-09,110.57,1.2261,1.8403
2004-08-10,110.79,1.2306,1.8387
2004-08-11,110.78,1.2222,1.828
2004-08-12,111.14,1.2224,1.821
2004-08-13,110.67,1.2354,1.8432
2004-08-16,110.64,1.2333,1.8392
2004-08-17,110.07,1.2329,1.8288
2004-08-18,109.71,1.2299,1.8225
2004-08-19,109.34,1.2368,1.8313
2004-08-20,109.32,1.2324,1.8213
2004-08-23,109.47,1.2196,1.8143
2004-08-24,109.63,1.2099,1.7935
2004-08-25,110.38,1.209,1.7965
2004-08-26,109.73,1.2084,1.7939
2004-08-27,109.51,1.2025,1.7921
2004-08-30,109.84,1.2049,1.7925
2004-08-31,109.0,1.2183,1.8031
2004-09-01,109.62,1.2179,1.794
2004-09-02,109.52,1.2164,1.7916
2004-09-03,110.47,1.2052,1.7759
2004-09-06,,,
2004-09-07,109.32,1.2093,1.7733
2004-09-08,109.22,1.2164,1.7882
2004-09-09,109.69,1.2189,1.7853
2004-09-10,109.33,1.2282,1.7979
2004-09-13,110.13,1.2251,1.7956
2004-09-14,109.4,1.2268,1.8001
2004-09-15,110.34,1.2144,1.7772
2004-09-16,109.75,1.2154,1.7909
2004-09-17,109.97,1.2174,1.7921
2004-09-20,109.87,1.2172,1.788
2004-09-21,109.94,1.2264,1.7946
2004-09-22,110.53,1.2261,1.7949
2004-09-23,110.39,1.2298,1.8003
2004-09-24,110.72,1.2256,1.8031
2004-09-27,111.13,1.2307,1.8076
2004-09-28,111.48,1.2306,1.8105
2004-09-29,110.9,1.2308,1.797
2004-09-30,110.2,1.2417,1.809
2004-10-01,110.45,1.24,1.7976
2004-10-04,111.13,1.2274,1.7827
2004-10-05,111.21,1.2316,1.7828
2004-10-06,111.34,1.2298,1.779
2004-10-07,111.15,1.2286,1.7822
2004-10-08,109.44,1.2418,1.7935
2004-10-11,,,
2004-10-12,109.79,1.232,1.7879
2004-10-13,109.78,1.2271,1.789
2004-10-14,109.6,1.2393,1.7972
2004-10-15,109.14,1.2478,1.8048
2004-10-18,109.23,1.252,1.801
2004-10-19,108.36,1.2515,1.8039
2004-10-20,108.16,1.2627,1.8187
2004-10-21,107.43,1.2622,1.8297
2004-10-22,107.42,1.2639,1.8277
2004-10-25,106.61,1.2783,1.8404
2004-10-26,106.63,1.2758,1.8369
2004-10-27,106.67,1.2725,1.8323
2004-10-28,106.09,1.2759,1.832
2004-10-29,106.04,1.2746,1.8345
2004-11-01,106.41,1.2741,1.8323
2004-11-02,106.29,1.2703,1.8385
2004-11-03,106.2,1.2787,1.8445
2004-11-04,106.02,1.2883,1.844
2004-11-05,105.6,1.2938,1.8542
2004-11-08,105.57,1.2936,1.8564
2004-11-09,105.57,1.293,1.8589
2004-11-10,106.91,1.2925,1.8476
2004-11-11,,,
2004-11-12,105.53,1.2973,1.8552
2004-11-15,105.53,1.2944,1.848
2004-11-16,105.35,1.2979,1.8544
2004-11-17,104.18,1.3031,1.858
2004-11-18,104.23,1.2982,1.8514
2004-11-19,102.8,1.3059,1.86
2004-11-22,103.2,1.3048,1.859
2004-11-23,103.42,1.309,1.8713
2004-11-24,102.94,1.3162,1.8813
2004-11-25,,,
2004-11-26,102.58,1.3288,1.8965
2004-11-29,102.61,1.3286,1.8948
2004-11-30,103.04,1.3259,1.9073
2004-12-01,102.78,1.3308,1.9297
2004-12-02,103.11,1.3268,1.9225
2004-12-03,102.56,1.339,1.9375
2004-12-06,102.68,1.3431,1.9423
2004-12-07,102.74,1.3437,1.9459
2004-12-08,104.74,1.3252,1.9283
2004-12-09,104.93,1.3274,1.9185
2004-12-10,105.45,1.3224,1.9134
2004-12-13,104.67,1.3309,1.9235
2004-12-14,105.59,1.328,1.9239
2004-12-15,104.02,1.3429,1.9446
2004-12-16,104.36,1.3287,1.9375
2004-12-17,104.28,1.3295,1.939
2004-12-20,104.01,1.3396,1.9482
2004-12-21,104.33,1.3377,1.9263
2004-12-22,103.95,1.339,1.9125
2004-12-23,103.71,1.3491,1.9193
2004-12-24,103.65,1.3536,1.9236
2004-12-27,102.97,1.3625,1.9369
2004-12-28,103.13,1.3621,1.9316
2004-12-29,104.19,1.3568,1.9157
2004-12-30,103.11,1.3623,1.922
2004-12-31,102.68,1.3538,1.916
2005-01-03,102.83,1.3476,1.9058
2005-01-04,104.27,1.3295,1.8834
2005-01-05,103.95,1.3292,1.8875
2005-01-06,104.87,1.3187,1.8751
2005-01-07,104.93,1.3062,1.8702
2005-01-10,104.32,1.3109,1.8751
2005-01-11,103.42,1.3161,1.8796
2005-01-12,102.26,1.3281,1.8932
2005-01-13,102.55,1.3207,1.8832
2005-01-14,102.5,1.3106,1.8695
2005-01-17,,,
2005-01-18,102.36,1.3043,1.8693
2005-01-19,102.52,1.3036,1.8742
2005-01-20,103.31,1.2959,1.872
2005-01-21,102.85,1.3049,1.874
2005-01-24,102.67,1.3041,1.8778
2005-01-25,104.16,1.2954,1.8647
2005-01-26,102.9,1.3081,1.8833
2005-01-27,103.15,1.3032,1.8866
2005-01-28,103.45,1.3033,1.885
2005-01-31,103.55,1.3049,1.885
2005-02-01,103.93,1.3017,1.8792
2005-02-02,104.05,1.3015,1.8826
2005-02-03,104.55,1.2959,1.8805
2005-02-04,103.7,1.2927,1.885
2005-02-07,104.68,1.2773,1.8607
2005-02-08,105.65,1.2783,1.857
2005-02-09,105.84,1.2797,1.8582
2005-02-10,105.69,1.2882,1.8708
2005-02-11,105.75,1.2864,1.866
2005-02-14,104.94,1.2981,1.8917
2005-02-15,104.47,1.2986,1.8894
2005-02-16,105.62,1.2994,1.878
2005-02-17,105.4,1.3083,1.895
2005-02-18,105.69,1.3075,1.8949
2005-02-21,,,
2005-02-22,104.15,1.323,1.9092
2005-02-23,104.96,1.3208,1.9066
2005-02-24,105.41,1.3205,1.9104
2005-02-25,105.21,1.3195,1.9149
2005-02-28,104.25,1.3274,1.9249
2005-03-01,104.37,1.3189,1.9206
2005-03-02,104.71,1.3127,1.9124
2005-03-03,105.02,1.313,1.9098
2005-03-04,104.46,1.3244,1.9243
2005-03-07,105.22,1.3203,1.9159
2005-03-08,104.51,1.3342,1.9292
2005-03-09,103.87,1.3384,1.9239
2005-03-10,104.15,1.3409,1.9233
2005-03-11,103.93,1.3465,1.9261
2005-03-14,105.01,1.3346,1.9116
2005-03-15,104.54,1.3315,1.9134
2005-03-16,104.1,1.3423,1.9264
2005-03-17,104.57,1.3373,1.924
2005-03-18,104.7,1.3311,1.9192
2005-03-21,105.1,1.3165,1.8974
2005-03-22,104.99,1.321,1.8997
2005-03-23,105.76,1.3005,1.8712
2005-03-24,106.26,1.2957,1.8709
2005-03-25,106.32,1.2954,1.8684
2005-03-28,107.22,1.2877,1.8657
2005-03-29,107.49,1.2913,1.8752
2005-03-30,107.33,1.2944,1.8816
2005-03-31,107.22,1.2969,1.8888
2005-04-01,107.57,1.2896,1.8789
2005-04-04,108.28,1.2838,1.8733
2005-04-05,108.43,1.2842,1.8773
2005-04-06,108.67,1.2868,1.8787
2005-04-07,108.44,1.2906,1.8768
2005-04-08,108.26,1.2912,1.8824
2005-04-11,107.79,1.2972,1.8908
2005-04-12,108.26,1.2873,1.8842
2005-04-13,107.32,1.2918,1.893
2005-04-14,108.18,1.2819,1.8806
2005-04-15,107.65,1.2928,1.893
2005-04-18,107.39,1.3037,1.9052
2005-04-19,107.02,1.3034,1.9165
2005-04-20,106.82,1.308,1.9197
2005-04-21,106.85,1.3093,1.9104
2005-04-22,105.85,1.3068,1.9151
2005-04-25,105.67,1.2984,1.9117
2005-04-26,106.03,1.2964,1.904
2005-04-27,105.98,1.2938,1.9047
2005-04-28,105.97,1.2916,1.9097
2005-04-29,104.64,1.2919,1.9122
2005-05-02,105.07,1.2857,1.8959
2005-05-03,105.16,1.2889,1.891
2005-05-04,104.77,1.2936,1.9
2005-05-05,104.41,1.2936,1.9048
2005-05-06,104.93,1.2832,1.892
2005-05-09,105.54,1.2839,1.8836
2005-05-10,105.53,1.2877,1.8828
2005-05-11,105.74,1.2803,1.8735
2005-05-12,106.68,1.2706,1.865
2005-05-13,107.14,1.2645,1.853
2005-05-16,107.02,1.263,1.8368
2005-05-17,107.15,1.2644,1.8401
2005-05-18,107.05,1.266,1.8382
2005-05-19,107.43,1.2628,1.8367
2005-05-20,108.17,1.2553,1.8246
2005-05-23,107.72,1.2575,1.8288
2005-05-24,107.46,1.2588,1.8288
2005-05-25,107.73,1.2602,1.8312
2005-05-26,107.95,1.2517,1.8205
2005-05-27,107.88,1.2568,1.8227
2005-05-30,,,
2005-05-31,107.97,1.2349,1.8231
2005-06-01,108.42,1.2232,1.812
2005-06-02,108.31,1.2266,1.8156
2005-06-03,107.84,1.2227,1.8119
2005-06-06,106.86,1.2268,1.8209
2005-06-07,106.64,1.2277,1.832
2005-06-08,106.89,1.232,1.8368
2005-06-09,107.52,1.2216,1.8209
2005-06-10,108.45,1.2127,1.8128
2005-06-13,109.58,1.2035,1.8011
2005-06-14,109.38,1.2038,1.8062
2005-06-15,109.34,1.2106,1.8219
2005-06-16,109.08,1.2089,1.8206
2005-06-17,108.83,1.224,1.8266
2005-06-20,109.42,1.214,1.8231
2005-06-21,108.52,1.2134,1.824
2005-06-22,108.89,1.213,1.8218
2005-06-23,108.79,1.2054,1.818
2005-06-24,109.22,1.2088,1.8221
2005-06-27,109.39,1.2152,1.8252
2005-06-28,109.89,1.2078,1.8157
2005-06-29,110.27,1.2101,1.808
2005-06-30,110.91,1.2098,1.793
2005-07-01,111.68,1.1957,1.7708
2005-07-04,,,
2005-07-05,111.61,1.1917,1.757
2005-07-06,112.07,1.1918,1.7583
2005-07-07,112.08,1.1928,1.7418
2005-07-08,112.17,1.1934,1.736
2005-07-11,111.76,1.2066,1.7563
2005-07-12,110.94,1.22,1.7753
2005-07-13,112.08,1.209,1.7554
2005-07-14,112.14,1.2089,1.7585
2005-07-15,112.32,1.2037,1.7533
2005-07-18,111.62,1.2077,1.7523
2005-07-19,112.95,1.2001,1.7364
2005-07-20,113.42,1.2046,1.7303
2005-07-21,110.47,1.2113,1.7471
2005-07-22,110.98,1.2079,1.7413
2005-07-25,111.59,1.2054,1.7455
2005-07-26,112.3,1.2007,1.7415
2005-07-27,112.3,1.2048,1.7438
2005-07-28,112.34,1.2121,1.7547
2005-07-29,112.25,1.2129,1.7593
2005-08-01,112.12,1.2195,1.7695
2005-08-02,111.28,1.2209,1.7728
2005-08-03,111.05,1.2337,1.7808
2005-08-04,111.17,1.2383,1.7797
2005-08-05,112.09,1.2327,1.7748
2005-08-08,111.87,1.2361,1.7863
2005-08-09,112.07,1.2347,1.7844
2005-08-10,110.67,1.2345,1.7922
2005-08-11,109.92,1.2434,1.8071
2005-08-12,109.55,1.2428,1.8148
2005-08-15,109.4,1.2362,1.8088
2005-08-16,109.37,1.2342,1.8096
2005-08-17,109.63,1.229,1.8076
2005-08-18,110.54,1.2178,1.7949
2005-08-19,110.68,1.2147,1.7933
2005-08-22,109.75,1.2235,1.8022
2005-08-23,109.83,1.2213,1.7996
2005-08-24,110.35,1.2239,1.7965
2005-08-25,109.9,1.2311,1.8045
2005-08-26,109.85,1.2324,1.8066
2005-08-29,110.53,1.2248,1.8006
2005-08-30,111.49,1.2204,1.784
2005-08-31,110.84,1.233,1.8012
2005-09-01,110.16,1.2447,1.8279
2005-09-02,109.66,1.2538,1.8403
2005-09-05,,,
2005-09-06,109.67,1.2483,1.842
2005-09-07,110.06,1.2439,1.8394
2005-09-08,110.49,1.24,1.8388
2005-09-09,109.69,1.2433,1.84
2005-09-12,109.91,1.2288,1.8236
2005-09-13,110.85,1.2263,1.8214
2005-09-14,110.27,1.2282,1.8244
2005-09-15,110.48,1.2216,1.8069
2005-09-16,111.38,1.2214,1.8035
2005-09-19,111.3,1.2153,1.8041
2005-09-20,111.54,1.2177,1.8046
2005-09-21,111.33,1.2208,1.8097
2005-09-22,111.63,1.2153,1.7917
2005-09-23,112.17,1.2077,1.7788
2005-09-26,112.41,1.2036,1.7746
2005-09-27,113.32,1.2011,1.7677
2005-09-28,113.27,1.2016,1.7639
2005-09-29,113.14,1.202,1.762
2005-09-30,113.29,1.2058,1.7696
2005-10-03,114.17,1.1914,1.7558
2005-10-04,114.33,1.1918,1.7587
2005-10-05,113.72,1.1984,1.7655
2005-10-06,113.54,1.2133,1.7728
2005-10-07,113.82,1.2115,1.7599
2005-10-10,,,
2005-10-11,114.21,1.2015,1.7489
2005-10-12,114.36,1.204,1.7532
2005-10-13,114.97,1.1938,1.7484
2005-10-14,114.03,1.2073,1.7677
2005-10-17,114.86,1.204,1.7553
2005-10-18,115.71,1.1939,1.7487
2005-10-19,115.47,1.1988,1.7627
2005-10-20,115.48,1.1982,1.7712
2005-10-21,115.93,1.1958,1.7692
2005-10-24,115.18,1.1998,1.7711
2005-10-25,114.78,1.2099,1.7855
2005-10-26,115.81,1.2082,1.7766
2005-10-27,115.14,1.2148,1.7836
2005-10-28,115.52,1.2089,1.7781
2005-10-31,116.36,1.1995,1.7689
2005-11-01,116.63,1.1998,1.763
2005-11-02,116.76,1.2067,1.7755
2005-11-03,117.21,1.1971,1.772
2005-11-04,118.2,1.1828,1.751
2005-11-07,117.57,1.1795,1.744
2005-11-08,117.1,1.1773,1.7415
2005-11-09,117.51,1.1748,1.7415
2005-11-10,118.05,1.174,1.7462
2005-11-11,,,
2005-11-14,118.88,1.1667,1.7349
2005-11-15,118.93,1.1695,1.7366
2005-11-16,119.17,1.1672,1.7166
2005-11-17,118.81,1.1706,1.719
2005-11-18,119.21,1.1741,1.7147
2005-11-21,119.03,1.1734,1.7165
2005-11-22,119.22,1.1737,1.7138
2005-11-23,118.76,1.1799,1.7214
2005-11-24,,,
2005-11-25,119.65,1.1724,1.7155
2005-11-28,119.25,1.1804,1.7221
2005-11-29,119.48,1.1786,1.7203
2005-11-30,119.66,1.179,1.7321
2005-12-01,120.62,1.1702,1.729
2005-12-02,120.77,1.1699,1.7304
2005-12-05,120.83,1.1787,1.7397
2005-12-06,120.82,1.1784,1.7402
2005-12-07,120.93,1.1722,1.735
2005-12-08,120.27,1.183,1.7514
2005-12-09,120.54,1.1824,1.7554
2005-12-12,119.9,1.1969,1.774
2005-12-13,120.11,1.1926,1.7674
2005-12-14,116.81,1.2041,1.7739
2005-12-15,116.55,1.1965,1.7648
2005-12-16,115.78,1.2012,1.7716
2005-12-19,116.01,1.1996,1.7641
2005-12-20,117.01,1.1848,1.7544
2005-12-21,117.4,1.1816,1.7402
2005-12-22,116.55,1.1883,1.7395
2005-12-23,116.38,1.1857,1.7326
2005-12-26,,,
2005-12-27,117.07,1.1856,1.7308
2005-12-28,117.62,1.1875,1.7226
2005-12-29,117.86,1.1846,1.7261
2005-12-30,117.88,1.1842,1.7188
2006-01-02,,,
2006-01-03,116.34,1.198,1.7404
2006-01-04,116.31,1.2091,1.7588
2006-01-05,115.96,1.2101,1.7566
2006-01-06,114.45,1.2148,1.7697
2006-01-09,114.66,1.2064,1.7645
2006-01-10,114.64,1.2063,1.7645
2006-01-11,113.96,1.2135,1.7643
2006-01-12,114.31,1.2035,1.7612
2006-01-13,114.43,1.2103,1.7715
2006-01-16,,,
2006-01-17,115.83,1.2073,1.7628
2006-01-18,115.35,1.2083,1.7622
2006-01-19,115.07,1.211,1.7618
2006-01-20,115.42,1.2101,1.7663
2006-01-23,114.67,1.2276,1.7842
2006-01-24,114.54,1.2287,1.7885
2006-01-25,115.73,1.2252,1.7874
2006-01-26,116.27,1.2229,1.783
2006-01-27,117.16,1.213,1.7733
2006-01-30,117.55,1.2091,1.7688
2006-01-31,116.88,1.2158,1.782
2006-02-01,117.85,1.2092,1.7781
2006-02-02,118.26,1.21,1.7807
2006-02-03,118.95,1.2021,1.7626
2006-02-06,118.94,1.1971,1.7462
2006-02-07,118.01,1.1974,1.7444
2006-02-08,118.69,1.1935,1.7405
2006-02-09,118.66,1.1963,1.7411
2006-02-10,117.64,1.192,1.7454
2006-02-13,117.63,1.1905,1.7438
2006-02-14,117.43,1.1895,1.7343
2006-02-15,117.93,1.1884,1.7401
2006-02-16,117.91,1.1882,1.7354
2006-02-17,118.43,1.1906,1.7403
2006-02-20,,,
2006-02-21,118.85,1.1912,1.7447
2006-02-22,118.51,1.1905,1.7425
2006-02-23,117.0,1.1923,1.7522
2006-02-24,116.87,1.1882,1.7448
2006-02-27,115.97,1.186,1.7409
2006-02-28,115.82,1.1925,1.7539
2006-03-01,116.18,1.1899,1.7473
2006-03-02,116.07,1.2003,1.7493
2006-03-03,116.46,1.2028,1.7531
2006-03-06,117.46,1.2002,1.7492
2006-03-07,117.76,1.1888,1.7362
2006-03-08,117.9,1.1914,1.7359
2006-03-09,117.96,1.192,1.7366
2006-03-10,119.07,1.1886,1.7256
2006-03-13,119.01,1.1942,1.731
2006-03-14,117.36,1.2025,1.7479
2006-03-15,117.3,1.2045,1.746
2006-03-16,117.13,1.2151,1.7552
2006-03-17,115.89,1.2197,1.7567
2006-03-20,116.25,1.2168,1.7563
2006-03-21,117.23,1.2079,1.7459
2006-03-22,116.72,1.2095,1.7483
2006-03-23,117.6,1.1984,1.7367
2006-03-24,117.5,1.2034,1.7427
2006-03-27,116.62,1.2015,1.747
2006-03-28,117.23,1.2078,1.7497
2006-03-29,117.8,1.203,1.7356
2006-03-30,117.41,1.2132,1.7448
2006-03-31,117.48,1.2139,1.7393
2006-04-03,117.82,1.2124,1.7389
2006-04-04,117.44,1.2258,1.7559
2006-04-05,117.59,1.2272,1.7497
2006-04-06,117.72,1.2216,1.7504
2006-04-07,118.31,1.2109,1.7407
2006-04-10,118.66,1.2091,1.7405
2006-04-11,118.61,1.2125,1.7467
